<<<<<<< HEAD
cons = D, Sx, Sy, Sx, tau, Bx, By, Bz, phi
0.221015 0.221015 0.221015 0.221015 0.221015 0.221015 0.221015 0.221015 0.221015 
0.221033 0.221033 0.221033 0.221033 0.221033 0.221033 0.221033 0.221033 0.221033 
0.221120 0.221120 0.221121 0.221121 0.221121 0.221121 0.221121 0.221121 0.221121 
0.222237 0.222236 0.222237 0.222237 0.222237 0.222237 0.222237 0.222237 0.222237 
0.225370 0.225370 0.225371 0.225371 0.225371 0.225371 0.225371 0.225371 0.225371 
0.230218 0.230218 0.230218 0.230218 0.230218 0.230218 0.230218 0.230218 0.230218 
0.233622 0.233622 0.233622 0.233622 0.233622 0.233622 0.233622 0.233622 0.233622 
0.236110 0.236110 0.236110 0.236110 0.236110 0.236110 0.236110 0.236110 0.236110 
0.238141 0.238141 0.238141 0.238141 0.238141 0.238141 0.238141 0.238141 0.238141 
0.240246 0.240246 0.240246 0.240246 0.240246 0.240246 0.240246 0.240246 0.240246 
0.243256 0.243256 0.243257 0.243257 0.243257 0.243257 0.243257 0.243257 0.243257 
0.246988 0.246988 0.246989 0.246989 0.246989 0.246989 0.246989 0.246989 0.246989 
0.250896 0.250895 0.250896 0.250896 0.250896 0.250896 0.250896 0.250896 0.250896 
0.254487 0.254486 0.254487 0.254487 0.254487 0.254487 0.254487 0.254487 0.254487 
0.257156 0.257155 0.257156 0.257156 0.257156 0.257156 0.257156 0.257156 0.257156 
0.258812 0.258812 0.258812 0.258812 0.258812 0.258812 0.258812 0.258812 0.258812 
0.260210 0.260210 0.260210 0.260210 0.260210 0.260210 0.260210 0.260210 0.260210 
0.259978 0.259978 0.259978 0.259978 0.259978 0.259978 0.259978 0.259978 0.259978 
0.258706 0.258706 0.258706 0.258706 0.258706 0.258706 0.258706 0.258706 0.258706 
0.256099 0.256099 0.256100 0.256100 0.256100 0.256100 0.256100 0.256100 0.256100 
0.252570 0.252570 0.252570 0.252570 0.252570 0.252570 0.252570 0.252570 0.252570 
0.248194 0.248194 0.248194 0.248194 0.248194 0.248194 0.248194 0.248194 0.248194 
0.244245 0.244244 0.244245 0.244245 0.244245 0.244245 0.244245 0.244245 0.244245 
0.241110 0.241110 0.241111 0.241111 0.241111 0.241111 0.241111 0.241111 0.241111 
0.238670 0.238670 0.238670 0.238670 0.238670 0.238670 0.238670 0.238670 0.238670 
0.236437 0.236437 0.236438 0.236438 0.236438 0.236438 0.236438 0.236438 0.236438 
